TREATYID,REFERENCE,C1LONG,C2LONG,TYPE,SIGNED,EFFECTIVE,STATUS,C1CODE,C1INCOME,C1REGION,C2CODE,C2INCOME,C2REGION,SOURCE,WHTRATES,PE,OTHER,UN,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,11ii,12i,12ia,12ib,12iv,13i,13ii,14i,16i,21i,25i,27i,29i
7486,,Ecuador,Switzerland,Original,1994,1996,Superseded,ECU,Upper middle income,Latin America & Caribbean,CHE,High income,Europe & Central Asia,0.20,0.38,0.09,0.13,0.12,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,,15,10,0,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
7487,,Albania,Croatia,Original,1994,1998,Superseded,ALB,Upper middle income,Europe & Central Asia,HRV,High income,Europe & Central Asia,0.40,0.38,0.56,0.25,0.35,12,YES,12,NO,NO,NO,NO,NO,NO,NO,NO,10,,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA
7491,,Albania,Italy,Original,1994,2000,In Force,ALB,Upper middle income,Europe & Central Asia,ITA,High income,Europe & Central Asia,0.19,0.25,0.19,0.13,0.12,12,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,10,,10,5,5,5,5,5,0,NO,NO,YES,NO,NO,NO,NO,NA
7492,,Argentina,Finland,Original,1994,1997,In Force,ARG,Upper middle income,Latin America & Caribbean,FIN,High income,Europe & Central Asia,0.69,0.61,0.84,0.63,0.76,6,YES,6,NO,NO,NO,YES,YES,YES,NO,NO,10,25,15,15,15,10,15,10,10,YES,YES,YES,NO,YES,NO,NO,NA
7493,,Bolivia,France,Original,1994,1997,In Force,BOL,Lower middle income,Latin America & Caribbean,FRA,High income,Europe & Central Asia,0.31,0.56,0.11,0.25,0.19,6,NO,NO,YES,,NO,NO,NO,NO,NO,NO,15,,15,15,15,15,15,15,0,YES,NO,YES,NO,NO,NO,NO,NA
7494,,Belarus,Uzbekistan,Original,1994,1998,In Force,BLR,Upper middle income,Europe & Central Asia,UZB,Lower middle income,Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7495,,Belarus,Moldova,Original,1994,1997,In Force,BLR,Upper middle income,Europe & Central Asia,MDA,Lower middle income,Europe & Central Asia,0.27,0.50,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,,15,10,10,15,15,15,0,NO,NO,YES,NO,NO,NO,NO,NA
7496,,"Egypt, Arab Rep.",Sweden,Original,1994,1997,Superseded,EGY,Lower middle income,Middle East & North Africa,SWE,High income,Europe & Central Asia,0.53,0.49,0.59,0.50,0.53,6,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,5,25,15,15,15,14,14,14,0,YES,NO,YES,YES,YES,NO,NO,NA
7497,,China,Croatia,Original,1995,2002,In Force,CHN,Upper middle income,East Asia & Pacific,HRV,High income,Europe & Central Asia,0.38,0.31,0.44,0.38,0.35,12,YES,12,YES,YES,NO,NO,YES,NO,NO,NO,5,,5,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,NA
7498,,Poland,Uzbekistan,Original,1995,1996,In Force,POL,High income,Europe & Central Asia,UZB,Lower middle income,Europe & Central Asia,0.32,0.38,0.22,0.38,0.29,6,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,5,20,15,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
7499,,Belarus,China,Original,1995,1997,In Force,BLR,Upper middle income,Europe & Central Asia,CHN,Upper middle income,East Asia & Pacific,0.26,0.38,0.28,0.13,0.18,18,YES,18,YES,YES,NO,NO,NO,NO,NO,NO,10,,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
7500,,Czech Republic,"Egypt, Arab Rep.",Original,1995,1996,Superseded,CZE,High income,Europe & Central Asia,EGY,Lower middle income,Middle East & North Africa,0.61,0.50,0.84,0.50,0.65,6,YES,6,NO,NO,NO,YES,YES,NO,NO,NO,5,25,15,15,15,15,15,15,0,YES,YES,YES,YES,NO,NO,NO,NA
7503,,India,Turkey,Original,1995,1994,In Force,IND,Lower middle income,South Asia,TUR,Upper middle income,Europe & Central Asia,0.65,0.72,0.59,0.63,0.65,6,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,15,,15,15,10,15,15,15,15,YES,YES,YES,NO,YES,NO,NO,NA
7504,,Belgium,South Africa,Original,1995,1999,In Force,BEL,High income,Europe & Central Asia,ZAF,Upper middle income,Sub-Saharan Africa,0.19,0.25,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,0,0,0,0,NO,NO,YES,NO,NO,NO,YES,NA
7505,,Germany,"Venezuela, RB",Original,1995,1997,In Force,DEU,High income,Europe & Central Asia,VEN,Upper middle income,Latin America & Caribbean,0.15,0.25,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,15,15,5,5,5,5,5,0,NO,NO,YES,NO,NO,NO,NO,NA
7506,,Russian Federation,Ukraine,Original,1995,2000,Superseded,RUS,Upper middle income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7507,,China,Slovenia,Original,1995,1996,In Force,CHN,Upper middle income,East Asia & Pacific,SVN,High income,Europe & Central Asia,0.25,0.31,0.31,0.13,0.18,12,YES,12,YES,YES,NO,NO,NO,NO,NO,NO,5,,5,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
7508,,Luxembourg,Mauritius,Original,1995,1996,Superseded,LUX,High income,Europe & Central Asia,MUS,Upper middle income,Sub-Saharan Africa,0.23,0.09,0.34,0.25,0.29,6,YES,NO,YES,YES,NO,NO,YES,NO,YES,NO,5,10,10,0,0,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NA
7509,,Moldova,Romania,Original,1995,1997,In Force,MDA,Lower middle income,Europe & Central Asia,ROU,Upper middle income,Europe & Central Asia,0.37,0.42,0.44,0.25,0.29,12,YES,6,YES,YES,YES,NO,NO,NO,NO,NO,10,,10,10,10,15,10,15,0,NO,NO,YES,NO,YES,NO,NO,NA
7510,,Indonesia,"Taiwan, China",Original,1995,1996,In Force,IDN,Lower middle income,East Asia & Pacific,TWN,High income,East Asia & Pacific,0.45,0.38,0.72,0.25,0.47,6,YES,4,NO,NO,YES,NO,NO,YES,NO,NO,10,,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
7512,,Mauritius,Namibia,Original,1995,1995,In Force,MUS,Upper middle income,Sub-Saharan Africa,NAM,Upper middle income,Sub-Saharan Africa,0.48,0.22,0.84,0.38,0.59,6,YES,6,NO,NO,YES,NO,YES,NO,YES,NO,5,25,10,10,0,5,5,5,0,NO,NO,YES,NO,YES,NO,NO,NA
7516,,Mexico,Norway,Original,1995,1997,In Force,MEX,Upper middle income,Latin America & Caribbean,NOR,High income,Europe & Central Asia,0.41,0.38,0.34,0.50,0.41,6,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,0,25,15,15,10,10,10,10,0,YES,YES,NO,NO,YES,NO,NO,NA
7518,,Moldova,Uzbekistan,Original,1995,1996,In Force,MDA,Lower middle income,Europe & Central Asia,UZB,Lower middle income,Europe & Central Asia,0.34,0.44,0.22,0.38,0.29,6,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,5,10,15,10,10,15,15,15,0,NO,NO,YES,NO,NO,NO,NO,NA
7520,,China,Israel,Original,1995,1996,In Force,CHN,Upper middle income,East Asia & Pacific,ISR,High income,Middle East & North Africa,0.34,0.34,0.44,0.25,0.29,12,YES,12,YES,YES,NO,NO,YES,NO,NO,NO,10,,10,10,7,10,10,7,0,YES,NO,YES,NO,NO,NO,NO,NA
7522,,Armenia,Bulgaria,Original,1995,1996,Superseded,ARM,Upper middle income,Europe & Central Asia,BGR,Upper middle income,Europe & Central Asia,0.35,0.38,0.44,0.25,0.29,12,YES,6,YES,YES,NO,YES,NO,NO,YES,NO,10,,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,YES,NA
7523,,Albania,Russian Federation,Original,1995,1998,Superseded,ALB,Upper middle income,Europe & Central Asia,RUS,Upper middle income,Europe & Central Asia,0.23,0.38,0.06,0.25,0.12,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,,10,10,10,10,10,10,0,NO,NO,YES,NO,YES,NO,NO,NA
7524,,Hungary,Moldova,Original,1995,1997,In Force,HUN,High income,Europe & Central Asia,MDA,Lower middle income,Europe & Central Asia,0.19,0.25,0.06,0.25,0.12,12,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,5,25,15,10,10,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NA
7528,,Algeria,Indonesia,Original,1995,2001,In Force,DZA,Upper middle income,Middle East & North Africa,IDN,Lower middle income,East Asia & Pacific,0.68,0.56,0.98,0.50,0.71,3,YES,3,NO,NO,YES,YES,YES,YES,YES,NO,15,,15,15,15,15,15,15,0,NO,NO,YES,NO,YES,NO,YES,NA
7529,,Armenia,"Iran, Islamic Rep.",Original,1995,1998,In Force,ARM,Upper middle income,Europe & Central Asia,IRN,Upper middle income,Middle East & North Africa,0.47,0.34,0.56,0.50,0.47,12,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,10,25,15,10,10,5,5,5,0,YES,NO,YES,NO,YES,NO,YES,NA
7532,,Netherlands,Tunisia,Original,1995,1996,In Force,NLD,High income,Europe & Central Asia,TUN,Lower middle income,Middle East & North Africa,0.37,0.53,0.34,0.25,0.35,6,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,0,10,20,10,10,11,11,11,11,NO,NO,YES,NO,NO,NO,NO,NA
7533,,Hungary,Ukraine,Original,1995,1997,In Force,HUN,High income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.25,0.31,0.06,0.38,0.18,12,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,5,25,15,10,10,5,5,5,0,YES,NO,YES,NO,NO,NO,NO,NA
7534,,China,Turkey,Original,1995,1998,In Force,CHN,Upper middle income,East Asia & Pacific,TUR,Upper middle income,Europe & Central Asia,0.31,0.38,0.31,0.25,0.24,12,YES,12,YES,YES,NO,NO,NO,NO,NO,NO,10,,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA
7535,,South Africa,Sweden,Original,1995,1996,Superseded,ZAF,Upper middle income,Sub-Saharan Africa,SWE,High income,Europe & Central Asia,0.18,0.09,0.19,0.25,0.18,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,25,15,0,0,0,0,0,0,YES,NO,YES,NO,NO,NO,NO,OTHER
7536,,Finland,South Africa,Original,1995,1996,In Force,FIN,High income,Europe & Central Asia,ZAF,Upper middle income,Sub-Saharan Africa,0.19,0.13,0.19,0.25,0.18,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,0,0,0,0,0,0,YES,NO,YES,NO,NO,NO,NO,NA
7537,,Indonesia,Spain,Original,1995,2000,In Force,IDN,Lower middle income,East Asia & Pacific,ESP,High income,Europe & Central Asia,0.58,0.41,0.84,0.50,0.65,6,YES,3,NO,YES,YES,YES,YES,YES,YES,NO,10,25,15,10,10,10,10,10,0,NO,NO,YES,NO,YES,NO,NO,NA
7538,,Argentina,Sweden,Original,1995,1998,In Force,ARG,Upper middle income,Latin America & Caribbean,SWE,High income,Europe & Central Asia,0.63,0.54,0.84,0.50,0.71,6,YES,6,NO,NO,NO,YES,YES,YES,NO,NO,10,25,15,12.5,12.5,10,5,10,10,NO,YES,YES,NO,YES,NO,NO,NA
7544,,North Macedonia,Turkey,Original,1995,1997,In Force,MKD,Upper middle income,Europe & Central Asia,TUR,Upper middle income,Europe & Central Asia,0.20,0.34,0.13,0.13,0.12,24,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
7545,,Germany,India,Original,1995,1997,In Force,DEU,High income,Europe & Central Asia,IND,Lower middle income,South Asia,0.41,0.50,0.34,0.38,0.41,6,YES,NO,YES,YES,YES,NO,NO,NO,YES,NO,10,,10,10,10,10,10,10,10,NO,YES,YES,NO,NO,NO,NO,NA
7546,,Denmark,South Africa,Original,1995,1996,In Force,DNK,High income,Europe & Central Asia,ZAF,Upper middle income,Sub-Saharan Africa,0.15,0.13,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,0,0,0,0,0,0,NO,NO,YES,NO,NO,NO,YES,OTHER
7547,,Albania,Czech Republic,Original,1995,1997,In Force,ALB,Upper middle income,Europe & Central Asia,CZE,High income,Europe & Central Asia,0.33,0.54,0.47,0.00,0.31,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,10,25,15,12,12,10,5,10,10,NO,NO,NO,NO,,NO,NO,NA
7549,,Lebanon,Romania,Original,1995,1998,In Force,LBN,Upper middle income,Middle East & North Africa,ROU,Upper middle income,Europe & Central Asia,0.30,0.19,0.45,0.25,0.32,9,YES,9,YES,YES,NO,YES,NO,NO,NO,NO,5,,5,5,5,5,5,5,0,NO,NO,YES,NO,YES,NO,NO,NA
7550,,Germany,Ukraine,Original,1995,1997,In Force,DEU,High income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.20,0.16,0.19,0.25,0.18,12,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,5,20,10,5,2,0,5,0,0,YES,NO,YES,NO,NO,NO,NO,NA
7551,,Belgium,Mauritius,Original,1995,1999,Superseded,BEL,High income,Europe & Central Asia,MUS,Upper middle income,Sub-Saharan Africa,0.33,0.16,0.47,0.38,0.41,6,YES,NO,YES,YES,YES,NO,YES,NO,YES,NO,5,10,10,10,0,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,NA
7552,,"Korea, Rep.",South Africa,Original,1995,1997,In Force,KOR,High income,East Asia & Pacific,ZAF,Upper middle income,Sub-Saharan Africa,0.19,0.38,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
7553,,Albania,Greece,Original,1995,2001,In Force,ALB,Upper middle income,Europe & Central Asia,GRC,High income,Europe & Central Asia,0.34,0.19,0.58,0.25,0.38,9,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,5,,5,5,5,5,5,5,0,NO,NO,YES,NO,NO,NO,NO,NA
7554,,Belarus,"Iran, Islamic Rep.",Original,1995,2002,In Force,BLR,Upper middle income,Europe & Central Asia,IRN,Upper middle income,Middle East & North Africa,0.32,0.28,0.31,0.38,0.29,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,10,25,15,5,5,5,5,5,0,YES,NO,YES,NO,YES,NO,YES,NA
7558,,Sweden,Ukraine,Original,1995,1997,Superseded,SWE,High income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.30,0.34,0.19,0.38,0.24,12,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,5,20,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA
7560,,Turkey,Turkmenistan,Original,1995,1998,In Force,TUR,Upper middle income,Europe & Central Asia,TKM,Upper middle income,Europe & Central Asia,0.29,0.38,0.38,0.13,0.24,45,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,10,,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
7561,,Mauritius,Singapore,Original,1995,1997,Superseded,MUS,Upper middle income,Sub-Saharan Africa,SGP,High income,East Asia & Pacific,0.19,0.00,0.20,0.38,0.26,9,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,0,,0,0,0,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,NA
7562,,Mauritius,Russian Federation,Original,1995,,Not In Force,MUS,Upper middle income,Sub-Saharan Africa,RUS,Upper middle income,Europe & Central Asia,0.30,0.09,0.69,0.13,0.35,12,YES,6,NO,NO,YES,NO,NO,NO,NO,NO,5,,10,0,0,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NA
7563,,Moldova,Ukraine,Original,1995,1997,In Force,MDA,Lower middle income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.40,0.38,0.44,0.38,0.35,12,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,5,25,15,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA
7566,,Canada,Trinidad and Tobago,Original,1995,1996,In Force,CAN,High income,North America,TTO,High income,Latin America & Caribbean,0.38,0.46,0.36,0.33,0.40,3,NO,NO,YES,YES,YES,NO,YES,NO,NO,NO,5,10,15,10,10,10,0,10,10,,,YES,NO,YES,NO,NO,OTHER
7567,,France,Gabon,Original,1995,2009,In Force,FRA,High income,Europe & Central Asia,GAB,Upper middle income,Sub-Saharan Africa,0.27,0.33,0.09,0.38,0.24,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,,15,10,0,10,0,10,0,YES,YES,YES,NO,NO,NO,YES,NA
7568,,Botswana,Mauritius,Original,1995,1996,Superseded,BWA,Upper middle income,Sub-Saharan Africa,MUS,Upper middle income,Sub-Saharan Africa,0.54,0.54,0.84,0.25,0.59,6,YES,6,NO,NO,YES,NO,YES,NO,YES,NO,5,25,10,12,12,12.5,12.5,0,15,NO,NO,YES,NO,NO,NO,NO,NA
7579,,Netherlands,Ukraine,Original,1995,1997,Superseded,NLD,High income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.23,0.24,0.06,0.38,0.18,12,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,5,20,15,10,2,0,10,0,0,YES,NO,YES,NO,NO,NO,YES,NA
7583,,Italy,South Africa,Original,1995,2000,In Force,ITA,High income,Europe & Central Asia,ZAF,Upper middle income,Sub-Saharan Africa,0.21,0.33,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,6,6,6,0,NO,NO,YES,NO,NO,NO,NO,NA
7585,,Bulgaria,Ukraine,Original,1995,1998,In Force,BGR,Upper middle income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.40,0.38,0.44,0.38,0.35,12,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,5,25,15,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA
7587,,Latvia,Ukraine,Original,1995,1997,In Force,LVA,High income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.28,0.38,0.09,0.38,0.24,6,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,5,25,15,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT
7589,,Canada,South Africa,Original,1995,1997,In Force,CAN,High income,North America,ZAF,Upper middle income,Sub-Saharan Africa,0.35,0.36,0.31,0.38,0.29,12,YES,12,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,10,10,6,10,0,YES,NO,YES,NO,YES,NO,NO,NA
7590,,Russian Federation,South Africa,Original,1995,2000,In Force,RUS,Upper middle income,Europe & Central Asia,ZAF,Upper middle income,Sub-Saharan Africa,0.25,0.28,0.31,0.17,0.20,12,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,10,30,15,10,10,0,0,0,0,,,YES,NO,NO,NO,NO,NA
7593,,Indonesia,United Arab Emirates,Original,1995,1997,Superseded,IDN,Lower middle income,East Asia & Pacific,ARE,High income,Middle East & North Africa,0.45,0.25,0.84,0.25,0.53,6,YES,6,NO,NO,YES,NO,YES,YES,NO,NO,10,,10,5,5,5,5,5,0,NO,NO,YES,NO,NO,NO,NO,NA
7596,,China,Ukraine,Original,1995,1997,In Force,CHN,Upper middle income,East Asia & Pacific,UKR,Lower middle income,Europe & Central Asia,0.42,0.34,0.41,0.50,0.41,18,YES,18,YES,YES,YES,NO,NO,NO,YES,NO,5,25,10,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,NA
7598,,Argentina,Denmark,Original,1995,1998,In Force,ARG,Upper middle income,Latin America & Caribbean,DNK,High income,Europe & Central Asia,0.58,0.58,0.59,0.57,0.63,6,YES,6,YES,YES,NO,YES,YES,YES,NO,NO,10,25,15,12,12,10,15,10,10,,YES,YES,NO,YES,NO,NO,NA
7599,,Tajikistan,United Arab Emirates,Original,1995,,In Force,TJK,Low income,Europe & Central Asia,ARE,High income,Middle East & North Africa,0.19,0.13,0.31,0.13,0.18,12,YES,12,YES,YES,NO,NO,NO,NO,NO,NO,0,,0,0,0,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
7601,,"Iran, Islamic Rep.",Turkmenistan,Original,1995,2000,In Force,IRN,Upper middle income,Middle East & North Africa,TKM,Upper middle income,Europe & Central Asia,0.50,0.31,0.81,0.38,0.53,12,YES,12,NO,NO,NO,YES,YES,NO,NO,NO,10,,10,10,10,5,5,5,0,YES,NO,YES,NO,YES,NO,YES,NA
7603,,Argentina,United Kingdom,Original,1996,1998,In Force,ARG,Upper middle income,Latin America & Caribbean,GBR,High income,Europe & Central Asia,0.64,0.58,0.84,0.50,0.71,6,YES,6,NO,NO,NO,YES,YES,NO,NO,NO,10,25,15,12,12,10,15,10,10,YES,YES,YES,NO,YES,NO,NO,NA
7604,,Canada,India,Original,1996,1998,Superseded,CAN,High income,North America,IND,Lower middle income,South Asia,0.79,0.76,0.85,0.75,0.82,4,YES,3,NO,NO,YES,NO,YES,YES,YES,NO,15,10,25,15,15,15,15,10,15,YES,YES,YES,NO,YES,NO,NO,NA
7605,,"Iran, Islamic Rep.",Kazakhstan,Original,1996,2000,In Force,IRN,Upper middle income,Middle East & North Africa,KAZ,Upper middle income,Europe & Central Asia,0.52,0.38,0.69,0.50,0.53,12,YES,12,NO,NO,NO,NO,YES,YES,NO,NO,5,20,15,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,YES,NA
7606,,Turkmenistan,Uzbekistan,Original,1996,1997,In Force,TKM,Upper middle income,Europe & Central Asia,UZB,Lower middle income,Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7607,,Israel,Thailand,Original,1996,1997,In Force,ISR,High income,Middle East & North Africa,THA,Upper middle income,East Asia & Pacific,0.55,0.43,0.72,0.50,0.59,6,YES,6,YES,YES,YES,YES,YES,NO,NO,YES,10,,10,15,10,15,5,15,0,YES,NO,YES,NO,YES,NO,NO,OTHER
7608,,Slovak Republic,Ukraine,Original,1996,1997,Superseded,SVK,High income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.23,0.38,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
7611,,India,Israel,Original,1996,1994,Superseded,IND,Lower middle income,South Asia,ISR,High income,Middle East & North Africa,0.36,0.50,0.22,0.38,0.35,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,,10,10,10,10,10,10,10,YES,YES,YES,NO,NO,NO,NO,NA
7614,,Norway,South Africa,Original,1996,1997,Superseded,NOR,High income,Europe & Central Asia,ZAF,Upper middle income,Sub-Saharan Africa,0.15,0.13,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,0,0,0,0,0,0,NO,NO,YES,NO,NO,NO,YES,OTHER
7615,,South Africa,Thailand,Original,1996,1997,In Force,ZAF,Upper middle income,Sub-Saharan Africa,THA,Upper middle income,East Asia & Pacific,0.70,0.50,0.97,0.63,0.76,6,YES,6,NO,NO,YES,YES,YES,YES,YES,YES,10,25,15,15,10,15,15,15,0,NO,NO,YES,NO,YES,NO,NO,NA
7616,,Switzerland,Thailand,Original,1996,1997,In Force,CHE,High income,Europe & Central Asia,THA,Upper middle income,East Asia & Pacific,0.54,0.46,0.72,0.43,0.56,6,YES,6,YES,YES,YES,YES,YES,NO,NO,YES,10,10,15,15,10,15,5,15,0,YES,YES,NO,NO,,NO,NO,NA
7617,,Austria,South Africa,Original,1996,1997,Superseded,AUT,High income,Europe & Central Asia,ZAF,Upper middle income,Sub-Saharan Africa,0.10,0.13,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,0,0,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NA
7619,,Canada,Ukraine,Original,1996,1998,Superseded,CAN,High income,North America,UKR,Lower middle income,Europe & Central Asia,0.31,0.38,0.19,0.38,0.24,12,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,5,20,15,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA
7620,,Denmark,Ukraine,Original,1996,1997,Superseded,DNK,High income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.31,0.38,0.19,0.38,0.24,12,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,5,25,15,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,YES,NA
7621,,Norway,Ukraine,Original,1996,1997,In Force,NOR,High income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.48,0.38,0.56,0.50,0.47,12,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,5,25,15,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,NA
7624,,United Kingdom,"Venezuela, RB",Original,1996,1997,In Force,GBR,High income,Europe & Central Asia,VEN,Upper middle income,Latin America & Caribbean,0.27,0.26,0.06,0.50,0.24,12,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,10,,10,5,5,5,7,5,0,YES,NO,YES,NO,YES,NO,NO,NA
7626,,"Egypt, Arab Rep.",Lebanon,Original,1996,1999,In Force,EGY,Lower middle income,Middle East & North Africa,LBN,Upper middle income,Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7627,,Armenia,Romania,Original,1996,1998,In Force,ARM,Upper middle income,Europe & Central Asia,ROU,Upper middle income,Europe & Central Asia,0.39,0.34,0.45,0.38,0.38,9,YES,9,YES,YES,NO,YES,NO,NO,NO,NO,5,25,10,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,YES,NA
7630,,Slovak Republic,Turkmenistan,Original,1996,1999,In Force,SVK,High income,Europe & Central Asia,TKM,Upper middle income,Europe & Central Asia,0.40,0.38,0.44,0.38,0.35,12,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,10,,10,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,NA
7631,,Luxembourg,Tunisia,Original,1996,2000,Superseded,LUX,High income,Europe & Central Asia,TUN,Lower middle income,Middle East & North Africa,0.38,0.53,0.34,0.25,0.35,6,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,10,,10,10,7.5,12,12,12,12,NO,NO,YES,NO,NO,NO,NO,NA
7633,,Romania,Ukraine,Original,1996,1998,In Force,ROU,Upper middle income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.42,0.45,0.44,0.38,0.35,12,YES,12,YES,YES,YES,NO,NO,NO,YES,NO,10,25,15,10,10,10,15,15,0,YES,NO,YES,NO,NO,NO,NO,NA
7634,,Brazil,Finland,Original,1996,1998,In Force,BRA,Upper middle income,Latin America & Caribbean,FIN,High income,Europe & Central Asia,0.36,0.48,0.09,0.50,0.29,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,,10,15,15,15,10,15,0,YES,YES,YES,NO,YES,NO,NO,NA
